// 翻译注意事项：
// 1、文本格式为UTF-8。
// 2、仅翻译等号右侧、引号内的中文文本即可，引号内的英文无需翻译。
// 3、双斜杠“//”后的中文无需翻译，为备注提示信息。
// 4、中文里的{0}{1}为动态替换文本，很特别的话我会给出范例。
// 5、[feee75]xxxx[-]这类的文本，中括号内的为颜色代码，无需翻译。

// *******************************************
// *******************************************
// ****************客户端本地化资源***********
// *******************************************
// *******************************************


// CombatSetWnd
CombatSetWnd_1 =增益状态
tip_hx008 =由于核心与模块之间共享生命，群体攻击技能可以造成更多的伤害。


tip_doc_lb300 =来这证明你的等级！
tip_doc_lb301 =我将给你丰厚的奖励！
tip_doc_lb302 =你怎么知道可以点的？
tip_doc_lb303 =……
tip_doc_lb304 =你的手不疼么？
tip_doc_lb305 =小心我放大招！
tip_doc_lb306 =你点断了手也没啥好看的。
tip_doc_lb307 =要生气了！
tip_doc_lb308 =¤真¤的¤要¤生¤气¤了¤
tip_doc_lb309 =啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
tip_doc_lb310 =我都说了别碰了！
tip_doc_lb311 =等下手机被你戳坏了怎么办！
tip_doc_lb312 =别戳了啊，你去看看其他手机，一样的？
tip_doc_lb313 =我们程序哥哥没做这种设定的啦~别期待了o(一.一)o
tip_doc_lb314 =小心保护手指头！
tip_doc_lb315 =你不累我都累了……
tip_doc_lb316 =手指出问题我们不赔哦！
tip_doc_lb317 =……………………………

// 评价提示
tip_evaluate000 =亲~ 5★好评决定了么？
tip_evaluate001 =5★ 5★ 5★，重要的事情说三遍！
tip_evaluate002 =你看我在这都等你这么久了，给个 5★ 好评吧！
tip_evaluate003 =进行了重大更新，请再给我们一次 5★ 好评吧。
tip_evaluate004 =请看在我努力的份上，再给我们一次 5★ 好评吧。

// guide.csv
// 指引描述
guide_desc_0_0 =请点击「使魔研究所」
guide_desc_0_1 =请点击「召唤祭坛」
guide_desc_0_2 =请选择「未知召唤卷」
guide_desc_0_3 =点击立即开始召唤吧！
guide_desc_0_4 =恭喜您！召唤成功，请点击「确认」吧！
guide_desc_0_5 =选择草精的治疗技能
guide_desc_0_6 =对蕾丝娜研究员使用治疗技能
guide_desc_0_7 =请点击「冒险」，让我们开启新的旅程吧！
guide_desc_0_8 =点击「兰达平原」
guide_desc_0_9 =选择「平原浅滩」进入准备吧！
guide_desc_0_10 =点击所拥有使魔，派其进入战场。
guide_desc_0_11 =请再选择一只使魔进入战场。
guide_desc_0_12 =点击「开始战斗」吧！
guide_desc_0_13 =请尝试用「未知召唤卷」召唤新的使魔吧！
guide_desc_0_14 =我们继续去「冒险」吧~
guide_desc_0_15 =选择「平原盆地」进入准备吧！
guide_desc_0_16 =请点击「市集」
guide_desc_0_17 =可以加快战斗的速度
guide_desc_0_18 =点击「使魔」对使魔进行装备
guide_desc_0_19 =先选择需要穿着装备的使魔
guide_desc_0_20 =选择「装备」进行进一步操作
guide_desc_0_21 =选择需要穿上的装备
guide_desc_0_22 =在弹出的悬浮窗中选择「装备」即可穿上
guide_desc_0_23 =选择需要强化的装备
guide_desc_0_24 =在弹出的悬浮窗中选择「强化」进入装备强化系统
guide_desc_0_25 =点击「强化」让装备变得更强吧！
guide_desc_0_26 =继续将装备强化至+3吧！
guide_desc_0_27 =继续前往「中央市集」逛逛
guide_desc_0_28 =我们继续去下界「冒险」吧！
guide_desc_0_29 =选择「平原中心」进入准备吧！
guide_desc_0_30 =让我们继续下一关吧
guide_desc_0_31 =选择「平原蜃楼」进入准备吧！
guide_desc_0_32 =点击「召唤祭坛」召唤新的使魔
guide_desc_0_33 =请选择你需要强化的使魔
guide_desc_0_34 =请选择作为材料的使魔
guide_desc_0_35 =将材料使魔变为经验吧！
guide_desc_0_36 =可以使用自动战斗了
guide_desc_0_37 =？？？
guide_desc_0_38 =立即前往「竞技场」
guide_desc_0_39 =请点击使魔将其设为防御部署
guide_desc_0_40 =点击「确认部署」完成防御部署
guide_desc_0_41 =点击「练习对战」
guide_desc_0_42 =挑选适合的对战者进入战斗准备！
guide_desc_0_43 =获取这件装备吧！
guide_desc_0_44 =点击进入斯姆塔斯沙漠
guide_desc_0_45 =点击进入北境圣域
guide_desc_0_46 =点击「冒险」向北境圣域出发吧！
guide_desc_0_47 =点击「北境圣域」进入北境圣域
guide_desc_0_49 =点击进入魔力圣域一层
guide_desc_0_50 =选择「觉醒」选项卡
guide_desc_0_51 =点击「觉醒」按钮立即觉醒该使魔

// npc名字
talk_box_name_0 =自己
talk_box_name_1 =…
talk_box_name_2 =谜之声音
talk_box_name_3 =伽美斯·奎因
talk_box_name_4 =蕾丝娜研究员
talk_box_name_5 =告示牌
talk_box_name_6 =警报器
talk_box_name_7 =埃维纳商会管理员
talk_box_name_8 =乔治助手
talk_box_name_9 =竞技场向导
talk_box_name_10 =？？？
talk_box_name_11 =枢机主教
talk_box_name_12 =驱邪巫女
talk_box_name_13 =神秘声音
talk_box_name_14 =高阶战斗使魔\n（光女武神）
talk_box_name_15 =帕里斯
talk_box_name_16 =杰拉德
talk_box_name_17 =艾尔森
talk_box_name_18 =墨加里
talk_box_name_19 =露琪亚
talk_box_name_20 =马斯坦
talk_box_name_21 =狄尼洛斯
talk_box_name_22 =恩菲莱德
talk_box_name_23 =梅菲斯特

// 对话框内容
talk_box_content_0 =今天天气真是热啊，都有点睁不开眼睛。\n
talk_box_content_1 =这么点苦都吃不了，怎么去争夺全服第一名呢？！\n
talk_box_content_2 =[707070](掏出手机开始刷日常任务)[-]
talk_box_content_3 =滴·滴滴·滴~
talk_box_content_4 =已经够热了，还有素质这么差的司机在吵，\n
talk_box_content_5 =真是烦人。
talk_box_content_6 =嘭～
talk_box_content_7 =什么情况，身体怎么这么轻。\n
talk_box_content_8 =东西怎么变模糊了。
talk_box_content_9 =患者情况怎么样\n
talk_box_content_10 =非常不好\n
talk_box_content_11 =头胸腹部钝器损伤，开放性颅骨骨折
talk_box_content_12 =我去，以后坚决不路上玩手游了！被卡车爸爸教做人……
talk_box_content_13 =可怜我今天的日常任务还没做完……
talk_box_content_14 =脉搏微弱，每分钟130\n
talk_box_content_15 =给我四单位的血\n
talk_box_content_16 =昏迷指数为10\n
talk_box_content_18 =出现低血压和心动过速\n
talk_box_content_19 =输入两单位药物\n
talk_box_content_20 =琥珀胆碱和依托咪酯
talk_box_content_21 =血压过低\n
talk_box_content_22 =上升压机\n
talk_box_content_24 =啊，体征指标下降
talk_box_content_25 =可恶，我还不想就这么结束，给点力啊身体！
talk_box_content_26 =右侧呼吸音衰弱\n
talk_box_content_27 =持续性心动过缓\n
talk_box_content_28 =瞳孔已经扩散
talk_box_content_30 =呼叫神经科手术医生\n
talk_box_content_31 =神经科医生在吃晚饭，他说二十分钟之后到\n
talk_box_content_32 =哎，太晚了……
talk_box_content_34 =唉，这也太憋屈了吧！
talk_box_content_35 =[707070](灯开的声音)[-]
talk_box_content_36 =恭喜汝，汝成功走完了自己游戏宅的一生，我将给你带来新生！\n
talk_box_content_37 =请问对新的世界，你希望大家怎么称呼你！
talk_box_content_38 =额...我怎么不受控制的就把名字告诉你了。
talk_box_content_39 =话说你是谁啊，我的生命不是结束了吗？
talk_box_content_40 =虚拟世界的创造与毁灭！人性的考验与折磨！吾辈乃伽美斯·奎因，\n
talk_box_content_41 =掌控世间一切游戏，汝等游戏宅信仰的领路人！
talk_box_content_42 =哦，我们不熟，再见！
talk_box_content_43 =纳尼！
talk_box_content_44 =我信仰的是欧洲血统！
talk_box_content_45 =等等！\n
talk_box_content_46 =难道你不想重新开始吗？\n
talk_box_content_47 =难道你不想站在新世界的最巅峰吗？
talk_box_content_48 =啊，我懂了，重生穿越！
talk_box_content_49 =这么上道……\n
talk_box_content_50 =那我直接开启新世界之门，你进去开始了！
talk_box_content_51 =还是老一套嘛，那我直接进去了。
talk_box_content_52 =喂~等一下啊，我好歹说明一下你穿越的世界啊！！\n
talk_box_content_53 =喂~喂……\n
talk_box_content_54 =算了等进去再跟你说吧。
talk_box_content_55 =……那人刚刚说了什么？\n
talk_box_content_56 =啊啊啊…………\n
talk_box_content_57 =[707070](脚底一下踩空，眼前一片黑暗)[-]
talk_box_content_58 =醒来吧我的勇者，请接受神的召唤拯救这个可悲的世界吧。
talk_box_content_59 =啊啊啊啊~怎么在天上！这是要一出生就落地成盒吗！
talk_box_content_60 =我的勇者，谢谢汝来拯救我们即将崩坏的[43FDFF]「凯达利亚世界」[-]。
talk_box_content_61 =本赐予人们的[ff1f1f]火[-]、[f3ff32]风[-]、[32eeff]水[-]、[fffad7]光[-]、[cc00ff]暗[-]的元素能量带来了文明和繁荣。\n
talk_box_content_62 =但是充满野心的人将这些元素与生物结合创造了“使魔”并发起了可怕的战争。\n
talk_box_content_63 =原本的文明与繁荣荡然无存……
talk_box_content_64 =靠，又是这个套路，你就是刚刚的人吧？\n
talk_box_content_65 =别来这套了我游戏玩多了！\n
talk_box_content_66 =说，你拖了多少人进来受苦了。
talk_box_content_67 =这...==||| \n
talk_box_content_68 =二千..百...万. 我去，为什么我要告诉你。\n
talk_box_content_69 =你听我讲完会怎么样啊！算了，也快落地了，小心脚底！
talk_box_content_70 =哎呦。。好疼！\n
talk_box_content_71 =(由于疼痛过度，又昏了过去)
talk_box_content_72 =……你身体真是脆弱，给你治疗好了！
talk_box_content_73 =哦，谢谢。
talk_box_content_74 =话说这是哪，一种熟悉的感觉。\n
talk_box_content_75 =对了！游戏常见的主城！
talk_box_content_76 =喂喂喂，放尊重点，这是我们伟大的主神[78FF43]「艾姆·泽·戴迪·奥夫·泽·沃德」[-]辛苦建\n
talk_box_content_77 =造的[43FDFF]「高缇修浮岛」[-]，用于拯救这个崩坏世界的最后基地。
talk_box_content_78 =噗，熟悉的感觉，告诉我去哪接任务，我已经跃跃欲试了。
talk_box_content_79 =果然是阿宅，聊不下去了……\n
talk_box_content_80 =你去上面的使魔研究所找[78FF43]「蕾丝娜研究员」[-]，她会给你安排的。
talk_box_content_81 =喂，你要不要送点装备给我啊，好歹你是神啊，喂？\n
talk_box_content_82 =[707070](只听见“呵呵”两声，然后再也没有声音回答你了)[-]
talk_box_content_83 =算了，先去上面的使魔研究所问看看吧。
talk_box_content_84 =嗨...你..你.好。\n
talk_box_content_85 =[707070](感觉在游戏里新鲜感使得自己好紧张。)[-]
talk_box_content_86 =唉，又来一个，最近[78FF43]伽美斯·奎因[-]很努力啊。
talk_box_content_87 =自己看那箱子旁边的牌子，有不懂再来问我。
talk_box_content_88 =噢...哦...。\n
talk_box_content_89 =[707070](好气人啊，态度这么冷漠。)[-]
talk_box_content_90 =1.请从旁边宝箱内拿取 1 个「未知召唤卷」。\n
talk_box_content_91 =2.到研究所左侧的召唤祭坛使用该召唤卷进行召唤。\n
talk_box_content_92 =3.带着召唤的“使魔”和研究员报道。
talk_box_content_93 =那...那..我去了。\n
talk_box_content_94 =[707070](靠，头都不回一下。)[-]
talk_box_content_95 =……怎么跑出来一个这玩意，看着一点都不厉害啊。\n
talk_box_content_96 =算了，回去找研究员交差了。
talk_box_content_97 =悟性很高啊，竟然召唤出来了，\n
talk_box_content_98 =快让我看看是什么。
talk_box_content_99 =[707070](她把草精抱过去看了看，摸了摸)[-]\n
talk_box_content_100 =嗯，虽然不厉害，但是保护你的安全是没什么太大问题的。
talk_box_content_101 =[ff1f1f]警报！警报！[-]\n
talk_box_content_102 =[ff1f1f]大量不明势力入侵，请各位高阶战斗人员自行判断应对。[-]
talk_box_content_103 =赶紧找个地方躲起来，你现在的能力还不足以对付它们。
talk_box_content_104 =此时，几个敌人落入你和蕾丝娜研究员中间。
talk_box_content_105 =看来来不及了，你站在我身后，协助我吧。\n
talk_box_content_106 =[707070](点击任意位置进入战斗)[-]
talk_box_content_107 =可恶，被偷袭了。\n
talk_box_content_108 =[78FF43]「{0}」[-]快用草精帮我治疗一下。
talk_box_content_109 =差点就在这交代了，呼呼~\n
talk_box_content_110 =剩下的看我表演吧！
talk_box_content_111 =刚刚真是千钧一发，还好你的草精救了我一命。
talk_box_content_112 =嗯嗯，虽然长相不咋样，不过关键时候还真是有用。
talk_box_content_113 =看你悟性这么高，又帮了我大忙，我偷偷再额外给你一张「未知召唤卷」，\n
talk_box_content_114 =你拿去祭坛试试能否召唤出更强大的使魔来。
talk_box_content_115 =嗯嗯~我马上就去试试！\n
talk_box_content_116 =[707070](又是这玩意，肯定没啥好的，她肯定有一大堆没地方用。)[-]
talk_box_content_117 =嗯，这次这个看起来还不错，挺唬人的，\n
talk_box_content_118 =回去找研究员吧。
talk_box_content_119 =我果然没看错你！快看看召唤出了什么。
talk_box_content_120 =就是一个轮子 - -||| 感觉好像也不是特别厉害。
talk_box_content_121 =不不不，再好的使魔不锻炼也是废物，\n
talk_box_content_122 =看着不是很厉害的使魔锻炼完也许非常强哟。
talk_box_content_123 =你已经有两个使魔，并且掌握了一定的战斗技巧了，\n
talk_box_content_124 =广阔的世界在等着你拯救呢！\n
talk_box_content_125 =赶快去给你的使魔练级啦~
talk_box_content_126 =练级就练级嘛，还说这么多废话！
talk_box_content_127 =哟~又一张召唤卷，赶紧回去试试吧。
talk_box_content_128 =这个萌萌的骷髅看着还不错，去找研究员问看看吧。
talk_box_content_129 =你又来啦，不是下去练级了么？
talk_box_content_130 =我刚刚又得到的卷轴，去召唤了下，帮我看看呗。
talk_box_content_131 =哟，还不错啊，刚好你集齐了不同元素的使魔啊，\n
talk_box_content_132 =正好给你说明下属性相克的关系原理。
talk_box_content_133 =怎么样，明白了吧。
talk_box_content_134 =哦，明白了！\n
talk_box_content_135 =[707070](大部分游戏不都这样嘛。)[-]
talk_box_content_136 =这，还有装备这玩意，回去问问研究员怎么用。
talk_box_content_137 =……说吧又怎么了。
talk_box_content_138 =我又得到了一件装备，可是怎么用它呢。
talk_box_content_139 =……这个嘛，不是我的擅长领域，\n
talk_box_content_140 =你去中心市集那找[78FF43]「埃维纳商会管理员」[-]他对这些可了解了。\n
talk_box_content_141 =从这往下走一会儿就到了。
talk_box_content_142 =对了，可以的话等下去冒险时，获得召唤卷召唤 2 只 1 星使魔过来给我。
talk_box_content_143 =好的。
talk_box_content_144 =你好，请问需要本商会什么商品呢？\n
talk_box_content_145 =我这应有尽有，只要你价格合适。
talk_box_content_146 =那个...我是来问下这个护甲有啥用。
talk_box_content_147 =这...我还以为你带一帮人来抢劫呢！\n
talk_box_content_148 =害我紧张了一下。
talk_box_content_149 =本来还想找你要点精神损失费呢！\n
talk_box_content_150 =算了看你什么都不明白，我还是告诉你吧。
talk_box_content_151 =多谢。\n
talk_box_content_152 =[707070](幸亏带了小弟来，不然你可能还不出现呢)[-]
talk_box_content_153 =这个是给使魔用的装备，\n
talk_box_content_154 =我们[43FDFF]「凯达利亚世界」[-]中的装备可不一般。
talk_box_content_155 =不仅能提升大量使魔属性，穿着多件相同的套装还可以有共鸣效果。\n
talk_box_content_156 =比如你手上这件就是活力套装。
talk_box_content_157 =我现在就来教你怎么使用它吧。
talk_box_content_158 =这样你就成功给该使魔穿上装备了。
talk_box_content_159 =对了我这正好有个普通的武器和你这个装备是一套的，\n
talk_box_content_160 =反正也卖不出去，给你好了。
talk_box_content_161 =还没结束哦，装备还可以强化，只需要花费金币即可，\n
talk_box_content_162 =并且强化装备至 + 3 还可获得一条新的属性！
talk_box_content_163 =装备强化 +3 +6 +9 +12 都可以强化附加属性的能力\n
talk_box_content_164 =当强化到 +15 时，将会大幅提高装备的主属性。
talk_box_content_165 =奸商，好不容易有点钱就没了……
talk_box_content_166 =赚钱很容易的啦，你可以到下界冒险，随随便便不就有钱了，\n
talk_box_content_167 =到时候记得来光顾我的市集哟。
talk_box_content_168 =看来到哪的奸商本质都不会变。\n
talk_box_content_169 =算了还是去市集看看吧，说不定以后用得上。
talk_box_content_170 =可恶，现在貌似都买不起，以后再来。
talk_box_content_171 =呼呼，又有两张卷了，可以去召唤一下，找研究员交差了。
talk_box_content_172 =这是啥，算了反正能交差了。
talk_box_content_173 =哟，完成我的要求啦？
talk_box_content_174 =是啊，反正没什么难度，\n
talk_box_content_175 =话说你要这些干啥。
talk_box_content_176 =用来完成一些试验，可以快速提升使魔的能力。
talk_box_content_177 =对了，正好可以拿你的使魔来试试~嘻嘻~
talk_box_content_178 =额，这……\n
talk_box_content_179 =[707070](话还没说完使魔就被抱走了。)[-]
talk_box_content_180 =可以！试验很成功，以后你需要这样提升使魔可以再来找我。
talk_box_content_181 =噢噢噢！可以可以^^\n
talk_box_content_182 =[707070](××的，还好成功了，不然我拿头去练级啊！)[-]
talk_box_content_183 =哦对了，我顺带提升了你跟使魔的精神链接强度，让你可以更轻松一点的战斗！\n
talk_box_content_184 =通俗点来说，就是可以自动战斗了！
talk_box_content_185 =嗯嗯，我马上去试试。
talk_box_content_186 =正好你去把[43FDFF]「兰达平原」[-]探索完吧，我之前一个研究员助手不信邪跑到下界去探险，\n
talk_box_content_187 =结果迷失在里面了，希望你能帮我带回来，\n
talk_box_content_188 =如果成功的话以后我可以为你提供强化使魔的服务！
talk_box_content_189 =免费的！？？
talk_box_content_190 =肯定要收你一点手续费了。
talk_box_content_191 =别贫了赶紧去吧！
talk_box_content_192 =这平原这么大，我基本都跑遍了，最后那个看着很阴森的地方实在有点不想去。
talk_box_content_193 =算了，自己接的活硬着头皮也要做完。
talk_box_content_194 =卧槽前面那个那么大只的是啥？
talk_box_content_195 =后面还躺着一个人，估计就是研究所的助手了。\n
talk_box_content_196 =不过估计无法避免跟前面的大怪物进行战斗了。
talk_box_content_197 =喂~你没事吧？
talk_box_content_198 =快...快...不行了。
talk_box_content_199 =草精，上去奶他一口。
talk_box_content_200 =...啊啊啊，好舒服。
talk_box_content_201 =哈哈哈！我复活啦！\n
talk_box_content_202 =研究所特派侦查员就是我！\n
talk_box_content_203 =乔治！
talk_box_content_204 =...乔治...噗\n
talk_box_content_205 =[707070](这名字不是一般的随便)[-]
talk_box_content_206 =蕾丝娜研究员叫我把你拖回去。\n
talk_box_content_207 =你走不走，不走我继续放你在这了。
talk_box_content_208 =别..别...我走。
talk_box_content_209 =研究员，我把你助手给你带回来了。
talk_box_content_210 =乔治，你总算肯回来啦。
talk_box_content_211 =师傅，我实在不想呆在这了嘛，浪费我这一身能力。
talk_box_content_212 =那你想干嘛，不会想跟[78FF43]「{0}」[-]一起出去冒险吧？
talk_box_content_213 =多谢师傅的提醒，这个建议非常的好！
talk_box_content_214 =...算了随你吧，但是我要抽走你的记忆，让你变为正常的使魔！\n
talk_box_content_215 =你能接受么？！
talk_box_content_216 =好！没问题！
talk_box_content_217 =你都不犹豫一下么？！
talk_box_content_218 =能离开这里我都能接受！
talk_box_content_219 =哎太伤心了，算了就依你吧。
talk_box_content_220 =#￥……@&……￥@\n
talk_box_content_221 =[707070](迷之咒语)[-]
talk_box_content_222 =唉~，乔治就交给你了，不过不用特殊看待，他已经变成普通的使魔了。\n
talk_box_content_223 =难得我召到一个有点自我意识的，但是有意识不能当工具用，也罢。
talk_box_content_224 =你们真是随便，算了也好我正缺少战力呢！
talk_box_content_225 =以后来我这我可以帮你提升使魔能力哦，对了你要不要去竞技场，对比下与你同时来的\n
talk_box_content_226 =其他人的能力，竞技场为了选拔优秀人才，奖励还不少呢。
talk_box_content_227 =这个可以有，正好去试试自己什么水平。
talk_box_content_228 =你好，欢迎来到竞技场。
talk_box_content_229 =进入竞技场请先设置好你作为防御的使魔阵型
talk_box_content_230 =防御阵容设定成功！\n
talk_box_content_231 =接下来你可以进行练习对战了。
talk_box_content_232 =由于你目前等级太低了，只能开启部分的低级的虚拟练习对战。\n
talk_box_content_233 =当你等级越高的时候开放的越多。
talk_box_content_234 =每次练习对战可获得功勋奖励，可用于兑换竞技场的战利品资源。
talk_box_content_235 =还不错嘛，看你挺轻松就战胜了。
talk_box_content_236 =对了，根据[78FF43]「凯达利亚综合治理管理局」[-]所定下的规则，凡是通过竞技场初步练习对战\n
talk_box_content_237 =的人，已经有具有挑战北境圣域的资格了，建议立即前往北境圣域获得觉醒材料来\n
talk_box_content_238 =觉醒你的「车轮怪」吧。
talk_box_content_239 =觉醒？？！！使魔还可以觉醒的么？会变得更强么？
talk_box_content_240 =觉醒不仅可以大幅提升使魔属性，大部分使魔还可以获得新的技能。\n
talk_box_content_241 =总之会变强非常多！\n
talk_box_content_242 =对了，我这正好有一些觉醒材料，可以给你不过你需要帮我做一件事情。
talk_box_content_243 =可以啊，什么事情我马上就去帮你搞定。
talk_box_content_244 =元素魂石碎片是使魔觉醒的必须资源，管理者们需要重新评估魂石产地的风险。\n
talk_box_content_245 =请前往[78FF43]「北境圣域」[-]的[FF4DFD]「魔力圣域」[-]并击败[FF4DFD]魔力魂石结晶[-]，我会在旁记录数据。\n
talk_box_content_246 =事成之后我会奖励你数量足够觉醒[FF807D]「车轮怪」[-]的魂石！\n
talk_box_content_248 =择日不如撞日，我们现在就出发吧！
talk_box_content_250 =……难道我就到这里止步了么？
talk_box_content_251 =少年，不要放弃，汝可以先将使魔套装凑齐！
talk_box_content_252 =吾辈将会通过邮件先给汝一套聚能套装。
talk_box_content_253 =多谢女神的帮助。
talk_box_content_254 =总算是通过塔巴伦森林，幽灵实在是不太好对付
talk_box_content_255 =…
talk_box_content_256 =看来汝没有辜负管理者们的期望，为了让你更快成长，我赐予你「双倍经验」祝福，接\n
talk_box_content_257 =下来的 30 分钟内你在副本的战斗将获得双倍的经验！
talk_box_content_258 =汝之后每探索完一个区域，吾辈都将会给汝奖励！
talk_box_content_259 =这是给汝的新的区域信息，汝可以前往探索了。
talk_box_content_264 =对了，下界中有个十分危险的北境圣域，之前是吾辈专门用于研究对各大元素的利用的\n
talk_box_content_265 =实验之地，后来大量使魔暴走后已失去控制，其中有有着大量极品的铭文装备以及十分\n
talk_box_content_266 =可怕的巨型战略级兵器使魔，汝想获得更好的装备可前往探索。
talk_box_content_267 =之后就靠汝自己努力了！
talk_box_content_268 =跑得真快，知道我有满肚子疑问。\n
talk_box_content_269 =算了剩下的我自己探索吧。
talk_box_content_270 =刚刚的震动好可怕！\n
talk_box_content_271 =发生什么事情了。
talk_box_content_272 =！！！一个巨大的塔！！！！\n
talk_box_content_273 =一看就很危险！以后再去光顾它吧！
talk_box_content_274 =这个世界地貌还挺丰富的嘛，竟然有沙漠！\n
talk_box_content_275 =我还以为一路都是树林绿叶呢。
talk_box_content_276 =！！！\n
talk_box_content_277 =有敌意的使魔出现了。
talk_box_content_278 =太热了，我太小看这沙漠了。
talk_box_content_279 =话说回来，这野猪和触手还算正常，\n
talk_box_content_280 =为什么有已经腐烂的尸体也会动呢，感觉好不正常。\n
talk_box_content_281 =(我在这貌似也很不正常...)
talk_box_content_282 =果然是有人在背后操纵这些腐尸。
talk_box_content_283 =哟哟哟，难得有人送上门来，也许我还能让你变成我的部下。
talk_box_content_284 =这...被发现了！\n
talk_box_content_285 =既然这样，让我试一下你有多厉害吧。
talk_box_content_286 =傀儡们，把他们撕碎吧。
talk_box_content_287 =好好当怪物不好还有智慧会给自己加血。\n
talk_box_content_288 =真是给我制造麻烦。
talk_box_content_289 =后面好像出现了个山洞，我们进去探索一番吧。
talk_box_content_290 =这里真是阴暗，有点不好的预感。
talk_box_content_291 =真个山洞真是没完没了。\n
talk_box_content_292 =怪物变得越来越难对付了。
talk_box_content_293 =不过话说回来，那个萌萌的驱邪巫女为什么会跟骷髅扎堆呢？
talk_box_content_294 =...竟然有本书在飞！
talk_box_content_295 =我们神圣的古书不容侵犯！
talk_box_content_296 =看来我只能用实力来征服你们了！
talk_box_content_297 =原来书也是能打人的，涨姿势了。\n
talk_box_content_298 =总算是走到最后的出口了，这个矿洞也是够复杂的。
talk_box_content_299 =好不容易从黑漆漆的山洞爬出来，\n
talk_box_content_300 =感觉又到了一个十分可怕的森林。
talk_box_content_301 =这是爱丽丝仙境么？\n
talk_box_content_302 =...怎么有扑克牌和茶杯，吐槽不能。
talk_box_content_303 =感觉我已经击败了一套扑克牌了。
talk_box_content_304 =什么时候才能离开这个鬼地方啊，唉~
talk_box_content_305 =前面那位仁兄，站住！\n
talk_box_content_306 =我迷路了，请问这座山怎么翻过去呢。
talk_box_content_307 =…\n
talk_box_content_308 =竟然有活人！哈哈哈哈！
talk_box_content_309 =...好吧，看来战斗不可避免了。
talk_box_content_310 =差点被阴了。\n
talk_box_content_311 =这下真的迷路了怎么办。
talk_box_content_312 =没办法，我带你继续往前探索吧！
talk_box_content_313 =你终于舍得出来带路啦。\n
talk_box_content_314 =我在这在这都兜了老半天了。
talk_box_content_315 =我在你地图上标记了新的区域。
talk_box_content_316 =你终于来了，我还以为你在半路走不动呢。
talk_box_content_317 =拜托，我又不像你想飞哪就飞哪。
talk_box_content_318 =话说这好冷啊...
talk_box_content_319 =赶紧去击败邪恶的使魔热热身吧。\n
talk_box_content_320 =(说完就消失了...)
talk_box_content_321 =可恶，又丢下我自己一个人。
talk_box_content_322 =冷.冷...说不出话了....\n
talk_box_content_323 =(抖.抖.抖.)
talk_box_content_324 =冷.冷...说不出话了....\n
talk_box_content_325 =靠~那..那..个穿盔甲的女，看..看.起来很猛啊。\n
talk_box_content_326 =(抖.抖.抖.)
talk_box_content_327 =完了它注意到我了，向我靠近了。
talk_box_content_328 =终..终..于结束了么？
talk_box_content_329 =你真是没辜负我们的期望，把大陆上的邪恶使魔都驱赶得差不多了。
talk_box_content_330 =所..所以结束了么？我要冷得受不了了。
talk_box_content_331 =寒冷是结束了，我给你在地图上标记个温暖风景怡人的地方吧。\n
talk_box_content_332 =你可以继....续....驱...赶...邪恶的使魔。
talk_box_content_333 =…..........
talk_box_content_334  =欢迎来到伊斯坦群岛！\n
talk_box_content_335 =我就知道你会继续来帮我们驱赶邪恶的使魔的。
talk_box_content_336 =你难得还会出现啊！\n
talk_box_content_337 =肯定这里有什么问题。
talk_box_content_338 =你要相信我嘛，这的使魔真的不难。\n
talk_box_content_339 =基本都是花花草草，很好欺负的。
talk_box_content_340 =行了行了，你走吧，剩下的交给我了。
talk_box_content_341 =那你好好加油，有需要可以大喊我一下，我可能会出现来帮你哟！
talk_box_content_342 =什么就花花草草，个个皮糙肉厚的。\n
talk_box_content_343 =还有那么多小仙子和扑克牌真是恶心。
talk_box_content_344 =伽美斯·奎因！你给我出来！
talk_box_content_345 =来了来了，怎么啦这么生气。
talk_box_content_346 =什么叫花花草草，明明不止这些还这么难对付。\n
talk_box_content_347 =你这不摆明坑我嘛。
talk_box_content_348 =嘛嘛，消消火，你看这风景这么怡人，不适合生气。\n
talk_box_content_349 =对了顺便一提，等下你看到一个巨大的扑克要小心对付。
talk_box_content_350 =还有巨大的扑克？？
talk_box_content_351 =是的，只要消灭它，这里就会安定很多了！\n
talk_box_content_352 =我还有很多事先走一步！
talk_box_content_353 =这就是巨大的扑克了吧。\n
talk_box_content_354 =看着一股弱者的气息
talk_box_content_355 =妈呀，我太轻敌了，扑克牌也可以这么厉害。
talk_box_content_356 =你真是厉害，接下来交给你更重要的任务！
talk_box_content_357 =你意思这只是开胃菜咯？
talk_box_content_358 =差不多吧，你需要前往东大陆。\n
talk_box_content_359 =据我所知那盘踞着黑色巨龙，十分难对付。\n
talk_box_content_360 =我们曾经派出不少高阶战斗使魔都无法与其对抗。
talk_box_content_361 =喂喂，我都没答应你！
talk_box_content_362 =哎算了，反正也没啥事，熟悉熟悉世界也不错。
talk_box_content_363 =闲话不说，你先穿过温克姆海岸，然后就可以看到在东大陆的城镇了。\n
talk_box_content_364 =如果那城镇还在的话。
talk_box_content_365 =那个黑色巨龙应该就盘踞在那城镇里面。
talk_box_content_366 =好明白了。
talk_box_content_367 =再往前的路就要你自己前往了，\n
talk_box_content_368 =由于巨龙在东大陆展开了巨大结节阻止我们神使进入，\n
