"# resource",
"# 技能资源配置表",
"# 编号","资源列表"
"string","auto"
"873","({""Assets/Prefabs/Effect/E9058s2b.prefab"",})"
"876","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E5111w1a.prefab"",""Assets/Prefabs/Effect/E5111w1b.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/lineFly.prefab"",})"
"877","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E5111w2a.prefab"",""Assets/Prefabs/Effect/E5111w2c.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"879","({""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E9001w2b.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"1262","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E9201d2a.prefab"",""Assets/Prefabs/Effect/E9201d1.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"1263","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E5161d2.prefab"",""Assets/Prefabs/Effect/E9101d1b.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"1264","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_buff.wav"",""Assets/Prefabs/Effect/black.prefab"",})"
"1283","({""Assets/Prefabs/Effect/E5161d3.prefab"",})"
"1267","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E9201f2a.prefab"",""Assets/Prefabs/Effect/E9201f1.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"1268","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_buff.wav"",""Assets/Prefabs/Effect/E5161f2.prefab"",})"
"1269","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_buff.wav"",""Assets/Prefabs/Effect/black.prefab"",})"
"1284","({""Assets/Prefabs/Effect/E5161f3.prefab"",})"
"1257","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E9201l2a.prefab"",""Assets/Prefabs/Effect/E9201l1.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"1258","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_buff.wav"",""Assets/Prefabs/Effect/E5161l2.prefab"",})"
"1259","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_buff.wav"",""Assets/Prefabs/Effect/black.prefab"",})"
"1282","({""Assets/Prefabs/Effect/E0101l.prefab"",""Assets/Prefabs/Effect/E5161l3.prefab"",})"
"1272","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E9201s2a.prefab"",""Assets/Prefabs/Effect/E9201s1.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"1273","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E5161s2.prefab"",""Assets/Prefabs/Effect/E9101s1b.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"1274","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_buff.wav"",""Assets/Prefabs/Effect/black.prefab"",})"
"1285","({""Assets/Prefabs/Effect/E5161s3.prefab"",})"
"1277","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E9201w2a.prefab"",""Assets/Prefabs/Effect/E9201w1.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"1278","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_buff.wav"",""Assets/Prefabs/Effect/E5161w2.prefab"",})"
"1279","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_buff.wav"",""Assets/Prefabs/Effect/black.prefab"",})"
"1287","({""Assets/Prefabs/Effect/E5161w3.prefab"",})"
"229","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0104d.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"230","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0104f.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"228","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0104l.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"231","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0104s.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"232","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0104w.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"216","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0105d.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"217","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101d.prefab"",""Assets/Prefabs/Effect/E0105d.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/blink.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"219","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0105f.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"220","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101f.prefab"",""Assets/Prefabs/Effect/E0105f.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/blink.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"221","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101f.prefab"",""Assets/Prefabs/Effect/E0104f.prefab"",""Assets/Prefabs/Effect/black.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/powerSlay.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"213","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0105l.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"214","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101l.prefab"",""Assets/Prefabs/Effect/E0105l.prefab"",""Assets/Prefabs/Effect/E0104l.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/blink.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"215","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101l.prefab"",""Assets/Prefabs/Effect/E0104l.prefab"",""Assets/Prefabs/Effect/black.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/powerSlay.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"222","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0105s.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"223","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101s.prefab"",""Assets/Prefabs/Effect/E0105s.prefab"",""Assets/Prefabs/Effect/E0104s.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/blink.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"225","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0105w.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"226","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101w.prefab"",""Assets/Prefabs/Effect/E0105w.prefab"",""Assets/Prefabs/Effect/E0104w.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/blink.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"227","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101w.prefab"",""Assets/Prefabs/Effect/E0104w.prefab"",""Assets/Prefabs/Effect/black.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/powerSlay.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"236","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0105d.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/powerSlay.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"237","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101d.prefab"",""Assets/Prefabs/Effect/E6031d2b.prefab"",""Assets/Prefabs/Effect/black.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/bigJump.prefab"",""Assets/Prefabs/Curve/lineFly.prefab"",})"
"239","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0105d.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/powerSlay.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"240","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0105f.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/powerSlay.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"241","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101l.prefab"",""Assets/Prefabs/Effect/E0105f.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/C6031_1.prefab"",""Assets/Prefabs/Curve/bigJump.prefab"",})"
"242","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_buff.wav"",""Assets/Prefabs/Effect/E0101f.prefab"",""Assets/Prefabs/Effect/black.prefab"",})"
